,Article,Sentence,Sentence Position,Sentence Length,Numeric Data,Thematic Words,Entropy,POS tags,TF-ISF,Aggregate Score,Busy Path,Title,Label
532,A31,S20,0.14,0.9,0.5714285714285714,0.81,0.85,0.52,0.53,0.95,0.61,0.5,1.0
533,A31,S21,0.2,0.87,1.0,0.81,0.81,0.33,0.67,0.91,0.68,0.25,1.0
534,A31,S22,0.26,0.76,0.0,0.97,1.0,0.62,0.6,0.78,0.89,0.5,1.0
535,A31,S23,0.31,0.8,0.1428571428571428,0.41,0.38,0.25,0.27,0.92,0.75,0.5,0.0
536,A31,S24,0.37,0.66,0.0,0.31,0.27,0.18,0.17,0.91,0.64,0.0,0.0
537,A31,S25,0.43,0.69,0.0,0.34,0.26,0.15,0.17,0.91,0.68,0.25,0.0
538,A31,S26,0.49,0.64,0.0,0.28,0.33,0.2,0.14,0.87,0.79,0.0,0.0
539,A31,S27,0.54,0.64,0.1428571428571428,0.28,0.26,0.15,0.17,0.87,0.79,0.0,0.0
540,A31,S28,0.6,0.59,0.0,0.22,0.23,0.17,0.15,0.82,0.79,0.0,0.0
541,A31,S29,0.66,0.76,0.0,0.41,0.4,0.31,0.22,0.93,0.5,0.5,0.0
542,A31,S30,0.71,0.94,0.0,0.66,0.67,0.4,0.45,0.87,0.68,0.0,0.0
543,A31,S31,0.77,0.73,0.0,0.34,0.39,0.21,0.22,0.89,0.82,0.25,0.0
544,A31,S32,0.83,0.8,0.1428571428571428,0.88,0.93,0.55,0.71,0.7,1.0,0.5,0.0
545,A31,S33,0.89,0.94,0.0,0.47,0.56,0.42,0.54,0.92,0.61,0.25,0.0
546,A31,S34,0.94,0.92,0.1428571428571428,0.56,0.67,0.63,0.64,1.0,0.11,0.25,0.0
547,A31,S35,1.0,0.59,0.1428571428571428,0.72,0.94,1.0,1.0,0.85,0.64,0.0,0.0
548,A32,S1,0.71,0.75,0.0,0.41,0.33,0.42,0.28,0.94,1.0,1.0,1.0
549,A32,S2,0.43,0.62,0.0,0.28,0.23,0.21,0.14,0.85,1.0,0.43,1.0
550,A32,S3,0.14,0.6,1.0,0.31,0.2,0.15,0.12,0.85,1.0,0.57,0.0
551,A32,S4,0.14,0.9,0.0,0.53,0.49,0.54,0.36,0.95,0.8,0.86,1.0
552,A32,S5,0.43,0.9,1.0,0.66,0.53,0.46,0.37,1.0,0.6,1.0,1.0
553,A32,S6,0.71,0.92,0.0,0.81,0.66,0.74,0.55,0.92,0.6,0.43,1.0
554,A32,S7,1.0,0.6,0.0,1.0,1.0,1.0,1.0,0.87,1.0,0.57,0.0
555,A33,S1,0.91,0.92,1.0,0.66,0.61,0.73,0.58,0.98,0.67,1.0,1.0
556,A33,S2,0.82,0.67,0.0,0.23,0.19,0.28,0.19,0.81,0.95,0.54,0.0
557,A33,S3,0.73,0.88,0.0,0.43,0.44,0.4,0.46,0.9,0.86,0.85,0.0
558,A33,S4,0.64,0.99,1.0,0.45,0.46,0.45,0.54,0.93,0.81,0.62,1.0
559,A33,S5,0.55,0.84,0.0,0.39,0.47,0.38,0.29,0.96,0.76,0.54,1.0
560,A33,S6,0.45,0.67,0.0,0.27,0.28,0.17,0.18,0.81,0.9,0.0,0.0
561,A33,S7,0.36,0.92,0.0,0.5,0.49,0.48,0.4,0.95,0.76,0.54,1.0
562,A33,S8,0.27,0.58,0.0,0.14,0.16,0.11,0.12,0.69,1.0,0.0,0.0
563,A33,S9,0.18,0.9,1.0,0.52,0.55,0.4,0.31,0.94,0.76,0.62,1.0
564,A33,S10,0.09,0.58,0.0,1.0,1.0,1.0,0.97,0.82,0.95,0.62,1.0
565,A33,S11,0.0,0.9,0.0,0.45,0.42,0.5,0.37,1.0,0.62,0.38,1.0
566,A33,S12,0.09,0.97,0.0,0.61,0.56,0.58,0.53,0.95,0.71,0.23,0.0
567,A33,S13,0.18,0.97,0.0,0.43,0.42,0.55,0.57,0.97,0.71,0.31,0.0
568,A33,S14,0.27,0.99,0.0,0.52,0.41,0.55,0.5,0.97,0.76,0.38,0.0
569,A33,S15,0.36,0.82,0.0,0.64,0.74,0.77,0.73,0.9,0.71,0.23,1.0
570,A33,S16,0.45,0.86,0.0,0.43,0.41,0.41,0.35,1.0,0.71,0.23,0.0
571,A33,S17,0.55,0.8,0.0,0.41,0.34,0.33,0.29,0.96,0.76,0.23,0.0
572,A33,S18,0.64,0.58,0.0,0.86,0.83,1.0,1.0,0.79,0.81,0.69,1.0
573,A33,S19,0.73,0.65,0.0,0.86,0.91,0.91,0.82,0.9,0.86,0.69,1.0
574,A33,S20,0.82,0.75,0.0,0.68,0.78,0.82,0.85,0.93,0.81,0.54,1.0
575,A33,S21,0.91,0.84,1.0,0.43,0.42,0.39,0.31,1.0,0.67,0.46,1.0
576,A33,S22,1.0,0.76,0.0,0.32,0.27,0.28,0.43,0.9,0.86,0.08,0.0
577,A34,S1,0.75,0.98,0.0,0.67,0.66,0.61,0.48,1.0,0.43,1.0,1.0
578,A34,S2,0.5,0.86,1.0,0.73,0.77,0.67,0.69,0.92,0.71,0.58,1.0
579,A34,S3,0.25,0.95,0.0,0.77,0.77,0.62,0.45,0.91,0.71,0.5,1.0
580,A34,S4,0.0,0.88,0.0,0.5,0.49,0.55,0.39,0.95,0.57,0.5,1.0
581,A34,S5,0.25,0.71,0.0,0.5,0.47,0.33,0.24,0.86,0.86,0.17,0.0
582,A34,S6,0.5,0.95,0.0,0.7,0.73,0.54,0.48,0.99,0.57,0.25,0.0
583,A34,S7,0.75,0.67,0.0,1.0,1.0,1.0,1.0,0.83,1.0,0.58,1.0
584,A34,S8,1.0,0.67,0.0,0.27,0.33,0.35,0.25,0.81,0.86,0.17,0.0
585,A35,S1,0.8,0.51,0.0,0.02,0.02,0.01,0.0,0.41,1.0,0.0,0.0
586,A35,S2,0.6,0.76,0.5,0.31,0.29,0.32,0.13,1.0,0.56,0.35,1.0
587,A35,S3,0.4,0.92,0.5,0.38,0.42,0.45,0.27,0.94,0.56,0.22,1.0
588,A35,S4,0.2,0.71,0.0,0.23,0.26,0.23,0.12,0.92,0.78,0.09,1.0
589,A35,S5,0.0,0.81,0.0,0.28,0.31,0.35,0.19,0.97,0.56,0.17,1.0
590,A35,S6,0.2,0.51,1.0,1.0,1.0,1.0,1.0,0.69,1.0,1.0,1.0
591,A35,S7,0.4,0.92,1.0,0.45,0.47,0.43,0.3,0.95,0.78,0.17,1.0
592,A35,S8,0.6,0.58,0.5,0.03,0.07,0.04,0.07,0.68,1.0,0.0,0.0
593,A35,S9,0.8,0.81,0.0,0.36,0.34,0.31,0.16,0.98,0.56,0.17,1.0
594,A35,S10,1.0,0.89,0.0,0.36,0.4,0.39,0.24,1.0,0.33,0.13,1.0
595,A36,S1,0.88,0.81,0.0,0.55,0.51,0.54,0.37,0.92,0.67,0.71,1.0
596,A36,S2,0.75,0.74,0.25,0.45,0.42,0.34,0.31,0.87,0.83,0.71,1.0
597,A36,S3,0.62,0.81,0.0,0.52,0.49,0.5,0.42,0.97,0.5,0.29,0.0
598,A36,S4,0.5,0.72,0.0,1.0,0.88,0.81,0.93,0.82,1.0,0.43,1.0
599,A36,S5,0.38,0.88,1.0,0.81,0.77,0.61,0.66,0.93,0.58,0.86,1.0
600,A36,S6,0.25,0.77,0.0,0.55,0.43,0.41,0.45,0.82,1.0,1.0,0.0
601,A36,S7,0.12,0.67,0.0,1.0,1.0,1.0,1.0,0.78,1.0,1.0,1.0
602,A36,S8,0.0,0.67,0.0,0.35,0.29,0.39,0.28,0.85,0.75,0.43,0.0
603,A36,S9,0.12,0.91,0.25,0.58,0.51,0.56,0.44,0.92,0.67,0.71,0.0
604,A36,S10,0.25,0.86,0.0,0.52,0.47,0.53,0.42,0.95,0.5,0.29,0.0
605,A36,S11,0.38,0.84,0.0,0.58,0.56,0.59,0.44,0.87,0.83,0.29,1.0
606,A36,S12,0.5,0.93,0.0,0.48,0.48,0.59,0.5,0.95,0.67,0.57,0.0
607,A36,S13,0.62,0.77,0.0,0.45,0.41,0.46,0.41,0.97,0.5,0.14,0.0
608,A36,S14,0.75,0.91,0.0,0.74,0.75,0.71,0.76,0.89,0.75,0.14,0.0
609,A36,S15,0.88,0.84,0.25,0.52,0.47,0.4,0.43,0.99,0.17,0.29,1.0
610,A36,S16,1.0,0.95,0.0,0.61,0.55,0.62,0.65,1.0,0.42,0.0,0.0
611,A37,S1,0.85,0.85,0.0,0.3,0.36,0.39,0.34,0.94,0.45,0.6,0.0
612,A37,S2,0.69,0.77,0.0,0.22,0.34,0.29,0.29,0.97,0.36,0.5,0.0
613,A37,S3,0.54,0.77,0.0,0.32,0.37,0.35,0.23,0.91,0.45,0.9,0.0
614,A37,S4,0.38,0.64,0.0,0.22,0.23,0.22,0.15,0.85,0.64,0.2,1.0
615,A37,S5,0.23,0.87,0.0,0.76,0.77,0.63,0.52,0.76,1.0,0.8,1.0
616,A37,S6,0.08,0.62,0.0,0.22,0.23,0.17,0.13,0.86,0.55,0.2,0.0
617,A37,S7,0.08,0.6,1.0,1.0,1.0,1.0,1.0,0.61,1.0,1.0,0.0
618,A37,S8,0.23,0.77,0.0,0.38,0.38,0.39,0.25,0.97,0.36,0.1,0.0
619,A37,S9,0.38,0.77,0.0,0.24,0.33,0.4,0.31,1.0,0.27,0.0,0.0
620,A37,S10,0.54,0.72,0.0,0.3,0.34,0.25,0.21,0.92,0.27,0.2,0.0
621,A37,S11,0.69,0.85,0.0,0.38,0.43,0.41,0.33,0.94,0.36,0.3,1.0
622,A37,S12,0.85,0.85,0.0,0.38,0.48,0.53,0.3,0.91,0.45,0.3,1.0
623,A37,S13,1.0,0.6,0.0,0.22,0.21,0.25,0.09,0.76,0.91,0.4,1.0
624,A38,S1,0.75,0.89,0.0,0.74,0.67,0.65,0.44,0.99,0.33,1.0,1.0
625,A38,S2,0.5,0.89,0.0,0.84,0.72,0.68,0.35,0.97,0.33,0.71,1.0
626,A38,S3,0.25,0.73,0.0,0.58,0.42,0.35,0.29,0.86,0.5,0.0,0.0
627,A38,S4,0.0,0.76,0.0,1.0,0.97,1.0,0.72,0.83,1.0,0.0,1.0
628,A38,S5,0.25,0.73,0.0,0.79,1.0,1.0,1.0,0.9,0.67,0.29,1.0
629,A38,S6,0.5,0.95,0.0,0.89,0.76,0.72,0.41,1.0,0.17,0.86,1.0
630,A38,S7,0.75,0.98,0.0,0.89,0.67,0.68,0.59,0.94,0.33,0.71,0.0
631,A38,S8,1.0,0.79,0.0,0.47,0.51,0.48,0.33,0.93,0.33,0.29,1.0
632,A39,S1,0.67,0.62,0.0,1.0,0.97,1.0,0.79,0.91,0.8,0.6,1.0
633,A39,S2,0.33,0.62,0.0,0.93,1.0,0.93,1.0,0.96,0.8,0.6,1.0
634,A39,S3,0.0,0.9,0.0,0.7,0.54,0.42,0.35,1.0,0.6,0.4,1.0
635,A39,S4,0.33,0.62,0.0,0.22,0.26,0.25,0.22,0.92,1.0,0.0,0.0
636,A39,S5,0.67,0.97,0.0,0.59,0.63,0.54,0.53,0.97,0.8,0.7,1.0
637,A39,S6,1.0,0.68,0.0,0.3,0.3,0.25,0.2,0.91,0.8,1.0,0.0
638,A40,S1,0.83,0.76,0.0,0.8,0.79,0.79,0.76,0.93,0.64,1.0,1.0
639,A40,S2,0.67,0.76,0.0,0.43,0.38,0.37,0.28,0.93,0.73,0.09,0.0
640,A40,S3,0.5,0.98,0.0,0.37,0.54,0.47,0.68,1.0,0.55,0.09,1.0
641,A40,S4,0.33,0.69,0.0,0.27,0.27,0.22,0.25,0.83,0.82,0.27,0.0
642,A40,S5,0.17,0.74,0.0,0.43,0.38,0.33,0.21,0.88,0.82,0.18,0.0
643,A40,S6,0.0,0.88,1.0,1.0,0.83,0.71,0.53,0.95,0.64,0.09,1.0
644,A40,S7,0.17,0.98,0.0,0.67,0.66,0.61,0.53,0.93,0.64,0.27,1.0
645,A40,S8,0.33,0.71,0.0,0.33,0.29,0.26,0.29,0.9,0.73,0.09,0.0
646,A40,S9,0.5,0.9,0.0,0.53,0.45,0.49,0.4,0.85,0.91,0.27,1.0
647,A40,S10,0.67,0.6,0.0,0.17,0.19,0.18,0.14,0.69,1.0,0.0,0.0
648,A40,S11,0.83,0.93,1.0,0.93,0.77,0.66,0.46,0.99,0.64,0.09,1.0
649,A40,S12,1.0,0.6,0.0,0.93,1.0,1.0,1.0,0.82,1.0,0.36,1.0
650,A41,S1,0.85,0.89,0.0,0.66,0.68,0.86,0.49,0.95,0.64,0.41,1.0
651,A41,S2,0.69,0.81,0.0,0.66,0.78,0.88,0.62,0.94,0.73,0.18,1.0
652,A41,S3,0.54,0.7,0.0,0.32,0.31,0.35,0.21,0.85,0.82,0.06,0.0
653,A41,S4,0.38,0.74,1.0,0.39,0.39,0.28,0.23,0.92,0.64,0.47,0.0
654,A41,S5,0.23,0.87,1.0,0.87,0.78,0.66,0.71,0.91,0.82,1.0,1.0
655,A41,S6,0.08,0.79,1.0,0.89,0.78,0.81,0.6,0.97,0.45,0.06,1.0
656,A41,S7,0.08,0.87,0.0,0.26,0.42,0.51,0.4,1.0,0.55,0.06,0.0
657,A41,S8,0.23,0.85,0.0,0.5,0.5,0.44,0.27,0.94,0.73,0.18,0.0
658,A41,S9,0.38,0.62,0.5,0.21,0.19,0.19,0.18,0.78,0.91,0.0,0.0
659,A41,S10,0.54,0.62,0.5,0.95,0.98,1.0,0.84,0.85,0.91,0.29,1.0
660,A41,S11,0.69,0.64,0.0,1.0,1.0,0.99,1.0,0.77,1.0,0.29,1.0
661,A41,S12,0.85,0.91,0.0,0.45,0.5,0.49,0.36,0.97,0.55,0.29,1.0
662,A41,S13,1.0,0.91,0.5,0.39,0.4,0.53,0.41,1.0,0.55,0.12,0.0
663,A42,S1,0.78,0.69,0.0,0.48,0.28,0.17,0.21,1.0,0.5,0.14,0.0
664,A42,S2,0.56,0.73,0.0,0.38,0.32,0.17,0.26,1.0,0.38,0.29,0.0
665,A42,S3,0.33,0.94,0.0,0.71,0.52,0.33,0.4,0.9,0.75,1.0,1.0
666,A42,S4,0.11,0.58,0.0,0.29,0.15,0.09,0.11,0.85,0.75,0.29,0.0
667,A42,S5,0.11,0.62,0.0,0.33,0.21,0.09,0.18,0.95,0.5,0.0,0.0
668,A42,S6,0.33,0.73,0.0,0.57,0.31,0.19,0.25,0.99,0.75,0.14,0.0
669,A42,S7,0.56,0.58,0.3333333333333333,0.29,0.14,0.09,0.11,0.85,0.62,0.71,0.0
670,A42,S8,0.78,0.94,1.0,0.95,0.5,0.27,0.41,0.91,0.75,1.0,0.0
671,A42,S9,1.0,0.58,0.0,1.0,1.0,1.0,1.0,0.75,1.0,0.0,0.0
672,A43,S1,0.83,0.97,0.0,0.62,0.75,0.53,0.54,0.98,0.64,1.0,1.0
673,A43,S2,0.67,0.68,0.0,0.32,0.39,0.32,0.34,0.84,0.73,0.21,0.0
674,A43,S3,0.5,0.88,0.0,0.5,0.62,0.56,0.53,0.86,1.0,0.36,1.0
675,A43,S4,0.33,0.97,0.0,0.71,0.79,0.61,0.65,0.93,0.64,0.36,1.0
676,A43,S5,0.17,0.9,0.0,0.76,0.86,0.7,0.71,0.93,0.55,0.36,1.0
677,A43,S6,0.0,0.97,0.0,0.94,0.81,0.61,0.5,1.0,0.55,0.29,1.0
678,A43,S7,0.17,0.84,0.0,0.56,0.57,0.49,0.44,0.96,0.55,0.14,0.0
679,A43,S8,0.33,0.68,0.0,1.0,1.0,1.0,1.0,0.9,0.73,0.36,1.0
680,A43,S9,0.5,0.79,0.0,0.85,0.96,0.84,0.85,0.94,0.64,0.21,1.0
681,A43,S10,0.67,0.79,0.0,0.94,0.9,0.84,0.93,0.93,0.82,0.57,1.0
682,A43,S11,0.83,0.68,1.0,0.35,0.43,0.36,0.34,0.87,0.73,0.14,0.0
683,A43,S12,1.0,0.97,0.0,0.79,0.8,0.62,0.64,0.92,0.82,0.57,1.0
684,A44,S1,0.88,0.51,0.0,0.0,0.02,0.03,0.03,0.36,1.0,0.0,0.0
685,A44,S2,0.76,0.94,0.0,0.69,0.6,0.56,0.33,0.99,0.62,1.0,0.0
686,A44,S3,0.65,0.87,0.5,0.63,0.67,0.66,0.46,1.0,0.44,0.5,0.0
687,A44,S4,0.53,0.63,0.0,0.63,0.78,1.0,0.75,0.97,0.56,0.8,1.0
688,A44,S5,0.41,0.7,0.0,0.17,0.2,0.21,0.14,0.77,0.88,0.0,0.0
689,A44,S6,0.29,0.68,0.5,0.91,0.75,0.76,0.64,0.87,0.62,0.5,1.0
690,A44,S7,0.18,0.87,0.0,0.29,0.36,0.35,0.27,0.94,0.69,0.0,0.0
691,A44,S8,0.06,0.94,0.0,0.37,0.43,0.38,0.3,0.92,0.69,0.4,0.0
692,A44,S9,0.06,0.99,0.0,0.49,0.52,0.49,0.3,0.96,0.69,0.7,0.0
693,A44,S10,0.18,0.89,1.0,0.26,0.35,0.26,0.3,0.95,0.56,0.2,0.0
694,A44,S11,0.29,0.8,0.5,0.8,0.74,0.59,0.51,0.93,0.62,0.6,0.0
695,A44,S12,0.41,0.92,0.0,0.54,0.6,0.53,0.45,0.96,0.56,0.3,0.0
696,A44,S13,0.53,0.51,0.5,1.0,1.0,0.84,1.0,0.77,0.81,0.9,0.0
697,A44,S14,0.65,0.87,0.0,0.26,0.31,0.4,0.3,0.96,0.81,0.2,0.0
698,A44,S15,0.76,0.63,1.0,0.89,0.86,0.78,0.65,0.97,0.56,0.4,1.0
699,A44,S16,0.88,0.73,0.0,0.23,0.24,0.25,0.13,0.79,0.88,0.1,0.0
700,A44,S17,1.0,0.89,0.0,0.37,0.37,0.4,0.26,0.91,0.75,0.0,0.0
701,A45,S1,0.89,0.61,0.0,0.29,0.19,0.19,0.09,0.93,0.53,0.18,1.0
702,A45,S2,0.78,0.58,0.0,0.24,0.18,0.15,0.06,0.91,0.41,0.27,1.0
703,A45,S3,0.67,0.56,0.0,0.22,0.18,0.14,0.04,0.91,0.59,0.09,1.0
704,A45,S4,0.56,0.89,1.0,0.82,0.56,0.51,0.24,0.75,0.82,1.0,1.0
705,A45,S5,0.44,0.7,0.0,0.49,0.34,0.29,0.12,1.0,0.24,0.64,1.0
706,A45,S6,0.33,0.77,0.0,0.56,0.39,0.33,0.14,0.91,0.71,0.27,1.0
707,A45,S7,0.22,0.57,0.0,0.24,0.16,0.12,0.06,0.89,0.41,0.09,0.0
708,A45,S8,0.11,0.56,1.0,1.0,1.0,1.0,1.0,0.66,1.0,0.82,0.0
709,A45,S9,0.0,0.81,0.0,0.38,0.37,0.35,0.26,0.85,0.71,0.18,1.0
710,A45,S10,0.11,0.63,0.0,0.09,0.13,0.23,0.15,0.94,0.53,0.18,0.0
711,A45,S11,0.22,0.84,0.0,0.29,0.31,0.54,0.27,0.86,0.59,0.36,0.0
712,A45,S12,0.33,0.61,0.0,0.29,0.19,0.19,0.09,0.93,0.53,0.18,1.0
713,A45,S13,0.44,0.58,0.0,0.24,0.18,0.15,0.06,0.91,0.41,0.27,1.0
714,A45,S14,0.56,0.56,0.0,0.22,0.18,0.14,0.04,0.91,0.59,0.09,1.0
715,A45,S15,0.67,0.89,1.0,0.82,0.56,0.51,0.24,0.75,0.82,1.0,1.0
716,A45,S16,0.78,0.7,0.0,0.49,0.34,0.29,0.12,1.0,0.24,0.64,1.0
717,A45,S17,0.89,0.77,0.0,0.56,0.39,0.33,0.14,0.91,0.71,0.27,1.0
718,A45,S18,1.0,0.57,0.0,0.24,0.16,0.12,0.06,0.89,0.41,0.09,0.0
719,A46,S1,0.87,0.87,0.0,0.46,0.65,0.71,0.74,0.93,0.29,0.29,1.0
720,A46,S2,0.73,0.81,0.0,0.5,0.44,0.29,0.31,0.89,0.5,0.0,0.0
721,A46,S3,0.6,0.65,0.0,1.0,0.93,0.93,0.8,0.91,0.57,0.86,1.0
722,A46,S4,0.47,0.81,0.0,0.46,0.39,0.33,0.33,0.89,0.57,0.0,1.0
723,A46,S5,0.33,0.81,0.0,0.88,0.84,0.72,0.57,0.93,0.36,0.57,1.0
724,A46,S6,0.2,0.87,0.0,0.79,0.75,0.62,0.57,1.0,0.07,1.0,1.0
725,A46,S7,0.07,0.94,0.0,0.58,0.73,0.57,0.74,0.94,0.36,0.29,1.0
726,A46,S8,0.07,0.58,0.0,1.0,0.99,1.0,0.85,0.85,0.64,0.71,1.0
727,A46,S9,0.2,0.87,0.0,0.42,0.4,0.4,0.39,0.9,0.5,0.14,1.0
728,A46,S10,0.33,0.97,0.0,0.67,0.68,0.6,0.47,0.89,0.43,0.71,1.0
729,A46,S11,0.47,0.9,0.0,0.5,0.46,0.45,0.47,0.89,0.43,0.0,0.0
730,A46,S12,0.6,0.68,0.0,0.67,0.9,0.83,0.94,0.9,0.5,0.57,1.0
731,A46,S13,0.73,0.94,0.0,0.67,0.75,0.57,0.85,0.95,0.29,0.0,0.0
732,A46,S14,0.87,0.61,0.0,0.71,1.0,0.74,1.0,0.96,0.21,0.29,1.0
733,A46,S15,1.0,0.58,0.0,0.12,0.17,0.16,0.18,0.65,1.0,0.0,0.0
734,A47,S1,0.87,0.77,0.0,0.34,0.38,0.38,0.29,0.9,0.57,0.0,1.0
735,A47,S2,0.73,0.91,0.0,0.49,0.54,0.48,0.41,0.93,0.43,0.75,1.0
736,A47,S3,0.6,0.79,0.0,0.46,0.39,0.39,0.31,0.96,0.43,0.25,1.0
737,A47,S4,0.47,0.64,0.0,0.29,0.29,0.2,0.16,0.82,0.86,0.5,1.0
738,A47,S5,0.33,0.6,0.0,0.2,0.22,0.17,0.15,0.75,0.93,1.0,1.0
739,A47,S6,0.2,0.6,0.0,1.0,1.0,1.0,1.0,0.71,1.0,0.75,0.0
740,A47,S7,0.07,0.96,0.0,0.54,0.6,0.63,0.7,0.91,0.64,0.5,1.0
741,A47,S8,0.07,0.68,0.0,0.26,0.33,0.24,0.25,0.9,0.64,0.75,0.0
742,A47,S9,0.2,1.0,0.0,0.57,0.69,0.47,0.59,0.83,0.86,0.75,0.0
743,A47,S10,0.33,0.87,0.0,0.46,0.49,0.34,0.47,0.96,0.5,0.25,0.0
744,A47,S11,0.47,0.85,0.0,0.4,0.5,0.42,0.37,1.0,0.29,0.75,1.0
745,A47,S12,0.6,0.68,0.0,0.31,0.33,0.23,0.18,0.86,0.79,0.75,1.0
746,A47,S13,0.73,0.87,1.0,0.6,0.57,0.37,0.47,0.93,0.43,0.75,1.0
747,A47,S14,0.87,0.91,0.0,0.46,0.53,0.46,0.44,0.95,0.43,0.75,1.0
748,A47,S15,1.0,0.81,0.0,0.4,0.44,0.33,0.35,0.98,0.5,0.0,1.0
749,A48,S1,0.9,0.8,0.3333333333333333,0.33,0.36,0.4,0.29,1.0,0.6,1.0,1.0
750,A48,S2,0.81,0.9,0.0,0.49,0.47,0.5,0.35,0.98,0.65,0.17,1.0
751,A48,S3,0.71,0.71,0.0,0.24,0.32,0.33,0.18,0.88,0.8,0.08,1.0
752,A48,S4,0.62,0.95,0.6666666666666666,0.69,0.65,0.7,0.53,0.93,0.7,0.33,1.0
753,A48,S5,0.52,0.74,0.0,0.33,0.41,0.33,0.19,0.96,0.5,0.08,1.0
754,A48,S6,0.43,0.62,0.3333333333333333,0.2,0.19,0.25,0.14,0.81,0.8,0.25,1.0
755,A48,S7,0.33,0.82,0.0,0.41,0.41,0.45,0.25,0.98,0.55,0.08,1.0
756,A48,S8,0.24,0.99,0.0,0.53,0.6,0.73,0.39,0.96,0.6,0.17,1.0
757,A48,S9,0.14,0.74,0.0,0.33,0.33,0.42,0.27,0.91,0.7,0.08,1.0
758,A48,S10,0.05,0.73,0.0,0.29,0.33,0.39,0.2,0.93,0.7,0.08,1.0
759,A48,S11,0.05,0.59,1.0,1.0,1.0,1.0,1.0,0.62,1.0,0.08,1.0
760,A48,S12,0.14,0.66,0.0,0.22,0.19,0.28,0.19,0.88,0.75,0.0,0.0
761,A48,S13,0.24,0.87,0.0,0.71,0.72,0.96,0.56,0.76,0.85,0.25,1.0
762,A48,S14,0.33,0.76,0.0,0.33,0.34,0.35,0.21,0.95,0.6,0.17,1.0
763,A48,S15,0.43,0.79,0.0,0.39,0.38,0.37,0.22,0.93,0.75,0.08,1.0
764,A48,S16,0.52,0.88,0.0,0.39,0.46,0.53,0.38,0.96,0.6,0.25,1.0
765,A48,S17,0.62,0.77,0.3333333333333333,0.94,0.93,0.81,0.53,0.9,0.75,0.58,1.0
766,A48,S18,0.71,0.85,0.0,0.69,0.76,0.79,0.48,0.93,0.7,0.42,1.0
767,A48,S19,0.81,0.87,0.0,0.45,0.39,0.54,0.43,0.97,0.65,0.17,1.0
768,A48,S20,0.9,0.91,0.3333333333333333,0.76,0.72,0.66,0.44,0.95,0.65,0.0,1.0
769,A48,S21,1.0,0.59,0.0,0.18,0.22,0.17,0.11,0.76,0.9,0.0,0.0
770,A49,S1,0.92,0.65,0.5,1.0,0.91,0.78,0.87,0.83,0.83,1.0,1.0
771,A49,S2,0.85,0.9,0.0,0.68,0.67,0.51,0.62,0.92,0.46,0.44,1.0
772,A49,S3,0.77,0.88,0.0,0.44,0.41,0.4,0.44,1.0,0.38,0.0,0.0
773,A49,S4,0.69,0.93,0.0,0.72,0.69,0.51,0.51,0.92,0.5,0.78,1.0
774,A49,S5,0.62,0.82,1.0,0.88,0.78,0.6,0.66,0.89,0.54,0.0,1.0
775,A49,S6,0.54,0.74,0.0,0.28,0.32,0.25,0.24,0.87,0.67,0.0,0.0
776,A49,S7,0.46,0.76,0.0,0.32,0.27,0.29,0.29,0.9,0.67,0.0,0.0
777,A49,S8,0.38,0.74,0.5,1.0,0.86,0.72,0.81,0.91,0.71,0.67,1.0
778,A49,S9,0.31,0.82,0.0,0.36,0.41,0.22,0.33,0.92,0.62,0.33,0.0
779,A49,S10,0.23,0.6,0.0,0.12,0.12,0.1,0.15,0.74,0.88,0.22,0.0
780,A49,S11,0.15,0.65,0.0,0.2,0.15,0.15,0.19,0.78,0.88,0.0,0.0
781,A49,S12,0.08,0.74,0.0,0.28,0.29,0.26,0.26,0.87,0.71,0.11,0.0
782,A49,S13,0.0,0.54,0.0,0.08,0.08,0.04,0.09,0.63,1.0,0.0,0.0
783,A49,S14,0.08,0.96,0.0,0.36,0.43,0.46,0.5,0.99,0.38,0.44,1.0
784,A49,S15,0.15,0.54,0.0,0.92,1.0,1.0,1.0,0.78,0.83,0.33,1.0
785,A49,S16,0.23,0.79,0.0,0.4,0.35,0.32,0.28,0.9,0.71,0.33,0.0
786,A49,S17,0.31,0.65,0.0,0.16,0.16,0.11,0.18,0.79,0.88,0.11,0.0
787,A49,S18,0.38,0.99,0.0,0.44,0.53,0.62,0.49,0.85,0.67,0.22,1.0
788,A49,S19,0.46,0.85,0.0,0.44,0.42,0.35,0.37,0.97,0.54,0.22,0.0
789,A49,S20,0.54,0.88,0.5,0.76,0.68,0.65,0.67,0.76,0.83,0.22,1.0
790,A49,S21,0.62,0.85,0.5,0.4,0.37,0.26,0.36,0.92,0.54,0.11,0.0
791,A49,S22,0.69,0.82,0.0,0.76,0.61,0.76,0.79,0.86,0.67,0.11,1.0
792,A49,S23,0.77,0.96,0.0,0.64,0.55,0.43,0.39,0.88,0.58,0.22,1.0
793,A49,S24,0.85,0.62,0.0,0.12,0.15,0.12,0.18,0.76,0.88,0.0,0.0
794,A49,S25,0.92,0.96,0.5,0.68,0.58,0.43,0.39,0.89,0.71,0.22,1.0
795,A49,S26,1.0,0.74,0.0,0.36,0.3,0.22,0.21,0.88,0.62,0.0,0.0
796,A50,S1,0.85,0.67,0.0,0.41,0.32,0.24,0.21,0.91,0.73,0.86,1.0
797,A50,S2,0.69,0.63,0.0,0.29,0.31,0.22,0.21,0.91,0.73,0.0,1.0
